image,method,MSE,PSNR,SSIM,Wasserstein,Latent_MSE,diag_mean_purity
person113_bacteria_541.jpeg,basis,6035.7578125,10.323485556763892,0.45022147900876935,59.765625,0.1329803044022825,
person113_bacteria_541.jpeg,angle,161.078125,26.06043795227357,0.8841705839523025,4.8359375,8.185202263645752e-33,
person113_bacteria_541.jpeg,dense_angle,161.078125,26.06043795227357,0.8841705839523025,4.8359375,2.0222264416065976e-33,
person113_bacteria_541.jpeg,iqp,11416.01171875,7.555659549496653,0.2758868078430076,99.06640625,0.3480683769545382,0.5087862806261151
person113_bacteria_541.jpeg,amplitude,161.078125,26.06043795227357,0.8841705839523025,4.8359375,9.62964972193618e-35,
person113_bacteria_541.jpeg,entangled_angle,6515.2734375,9.991477136657505,0.5134765626928466,73.359375,0.030425558139799205,0.7408505946531974
person113_bacteria_542.jpeg,basis,7691.4375,9.27072845517113,0.42269311549808447,76.6953125,0.1368342256462201,
person113_bacteria_542.jpeg,angle,184.38671875,25.47350724960031,0.8720004905921855,5.05859375,7.896312771987667e-33,
person113_bacteria_542.jpeg,dense_angle,184.38671875,25.47350724960031,0.8720004905921855,5.05859375,2.311115933264683e-33,
person113_bacteria_542.jpeg,iqp,6610.3359375,9.92856829960903,0.21872910326988537,58.40625,0.2149623142870863,0.5105524536104938
person113_bacteria_542.jpeg,amplitude,184.38671875,25.47350724960031,0.8720004905921855,5.05859375,7.703719777548943e-34,
person113_bacteria_542.jpeg,entangled_angle,6144.21484375,10.2461396767522,0.48295186785722755,70.68359375,0.031881228437534055,0.7341389532955693
person113_bacteria_543.jpeg,basis,5786.1875,10.506878581207616,0.5846477649872438,63.09375,0.145011284633622,
person113_bacteria_543.jpeg,angle,333.3984375,22.901168007290075,0.9023748261448415,6.59375,5.623715437610729e-32,
person113_bacteria_543.jpeg,dense_angle,333.3984375,22.901168007290075,0.9023748261448415,6.59375,1.1170393677445968e-32,
person113_bacteria_543.jpeg,iqp,7100.20703125,9.618093485969213,0.5271391484580848,73.80859375,0.20412119643434362,0.513526549661648
person113_bacteria_543.jpeg,amplitude,333.3984375,22.901168007290075,0.9023748261448415,6.59375,3.851859888774472e-34,
person113_bacteria_543.jpeg,entangled_angle,5645.5703125,10.61372540194017,0.6071168796735453,68.5625,0.024574061103814365,0.8078308101669259
person114_bacteria_544.jpeg,basis,8076.59375,9.058521223063092,0.45545161154651814,79.703125,0.14559285007158101,
person114_bacteria_544.jpeg,angle,149.16796875,26.394047849738193,0.9228234203382202,4.44140625,9.725946219155541e-33,
person114_bacteria_544.jpeg,dense_angle,149.16796875,26.394047849738193,0.9228234203382202,4.44140625,1.020742870525235e-32,
person114_bacteria_544.jpeg,iqp,8116.125,9.037316336953417,0.46895209405535604,83.96875,0.3196890765332937,0.5063754161467671
person114_bacteria_544.jpeg,amplitude,149.16796875,26.394047849738193,0.9228234203382202,4.44140625,4.81482486096809e-34,
person114_bacteria_544.jpeg,entangled_angle,5652.25390625,10.608586982068664,0.6082610511178279,68.33984375,0.028921379616097028,0.758826607058454
person114_bacteria_545.jpeg,basis,2276.515625,14.558097254075399,0.7221277902826481,10.90625,0.1276328349519617,
person114_bacteria_545.jpeg,angle,697.41796875,19.695872282259444,0.85887197102338,7.85546875,2.6963019221421302e-33,
person114_bacteria_545.jpeg,dense_angle,697.41796875,19.695872282259444,0.85887197102338,7.85546875,1.5503736052317249e-32,
person114_bacteria_545.jpeg,iqp,4094.3125,12.00899373580472,0.6101412508397326,49.8046875,0.21005772593509925,0.5092571413618588
person114_bacteria_545.jpeg,amplitude,697.41796875,19.695872282259444,0.85887197102338,7.85546875,0.0,
person114_bacteria_545.jpeg,entangled_angle,4102.7109375,12.000094416760554,0.4754839477267697,46.28125,0.05448767908485189,0.6978057635517223
person114_bacteria_546.jpeg,basis,6057.9921875,10.307516519449969,0.5688609445267029,71.609375,0.1515420641391444,
person114_bacteria_546.jpeg,angle,134.10546875,26.856338723562022,0.9355504901129248,2.94921875,6.644458308135964e-33,
person114_bacteria_546.jpeg,dense_angle,134.10546875,26.856338723562022,0.9355504901129248,2.94921875,4.718528363748728e-33,
person114_bacteria_546.jpeg,iqp,7734.29296875,9.246597420962514,0.38353588513551257,80.76171875,0.32362273338424763,0.5105472963289465
person114_bacteria_546.jpeg,amplitude,134.10546875,26.856338723562022,0.9355504901129248,2.94921875,2.311115933264683e-33,
person114_bacteria_546.jpeg,entangled_angle,4319.36328125,11.776606288261124,0.6361021182734153,59.56640625,0.024715328344916136,0.7811873012086777
person117_bacteria_553.jpeg,basis,8563.52734375,8.80427672080401,0.4677152716486727,83.20703125,0.1423164235308969,
person117_bacteria_553.jpeg,angle,211.48828125,24.877940531259316,0.9067916233394115,4.31640625,1.3096323621833204e-32,
person117_bacteria_553.jpeg,dense_angle,211.48828125,24.877940531259316,0.9067916233394115,4.31640625,8.08890576642639e-33,
person117_bacteria_553.jpeg,iqp,5283.90625,10.90125257351021,0.5173756895553977,66.1640625,0.260242592079321,0.5086465919161922
person117_bacteria_553.jpeg,amplitude,211.48828125,24.877940531259316,0.9067916233394115,4.31640625,3.851859888774472e-34,
person117_bacteria_553.jpeg,entangled_angle,3841.26953125,12.286055793919468,0.5779737047873268,53.76171875,0.0270669993431266,0.7957393828126202
person117_bacteria_556.jpeg,basis,6400.8359375,10.068436651127648,0.46856831166117074,65.4765625,0.14938967008669482,
person117_bacteria_556.jpeg,angle,344.22265625,22.762409092850326,0.8860346202346017,4.11328125,1.1170393677445968e-32,
person117_bacteria_556.jpeg,dense_angle,344.22265625,22.762409092850326,0.8860346202346017,4.11328125,3.851859888774472e-33,
person117_bacteria_556.jpeg,iqp,5289.21875,10.896888320502194,0.5192457037061446,64.8359375,0.29706578318926885,0.5091038255666933
person117_bacteria_556.jpeg,amplitude,344.22265625,22.762409092850326,0.8860346202346017,4.11328125,1.5407439555097887e-33,
person117_bacteria_556.jpeg,entangled_angle,3193.79296875,13.087736004253692,0.6294289187624926,46.79296875,0.02441630488021602,0.781691942493085
person117_bacteria_557.jpeg,basis,6169.96484375,10.227976714228175,0.6490704125010468,62.76953125,0.11079039166547733,
person117_bacteria_557.jpeg,angle,295.28515625,23.42838744992384,0.9268741359588833,4.68359375,1.0361503100803329e-31,
person117_bacteria_557.jpeg,dense_angle,295.28515625,23.42838744992384,0.9268741359588833,4.68359375,1.5792625543975334e-32,
person117_bacteria_557.jpeg,iqp,3220.04296875,13.05218693840865,0.6082106235617001,44.61328125,0.18136203775979953,0.5115676030733282
person117_bacteria_557.jpeg,amplitude,295.28515625,23.42838744992384,0.9268741359588833,4.68359375,0.0,
person117_bacteria_557.jpeg,entangled_angle,2837.64453125,13.601223699527985,0.5747727790519146,42.19140625,0.047587215947340555,0.7262954503597436
person118_bacteria_559.jpeg,basis,5749.9375,10.5341723679613,0.4254393738711461,54.8046875,0.13760003406263668,
person118_bacteria_559.jpeg,angle,294.87890625,23.43436653853162,0.8606481479168796,4.87890625,4.1696383295983656e-32,
person118_bacteria_559.jpeg,dense_angle,294.87890625,23.43436653853162,0.8606481479168796,4.87890625,3.0814879110195774e-33,
person118_bacteria_559.jpeg,iqp,4042.88671875,12.06388788248316,0.34479220218875467,45.82421875,0.17080365615229204,0.5077836053752546
person118_bacteria_559.jpeg,amplitude,294.87890625,23.43436653853162,0.8606481479168796,4.87890625,1.925929944387236e-33,
person118_bacteria_559.jpeg,entangled_angle,2636.00390625,13.921343113717487,0.5896208088414231,42.09765625,0.02410349512145625,0.7695427517614459
person118_bacteria_560.jpeg,basis,12795.35546875,7.0602800530885625,0.3534512578703079,95.94140625,0.16562793974234657,
person118_bacteria_560.jpeg,angle,377.7734375,22.35848942890172,0.8533757235235967,5.3515625,1.4251881588465545e-32,
person118_bacteria_560.jpeg,dense_angle,377.7734375,22.35848942890172,0.8533757235235967,5.3515625,5.7777898331617076e-33,
person118_bacteria_560.jpeg,iqp,8752.99609375,8.709236262154775,0.4326121585740774,72.61328125,0.17282549180653206,0.5078921243233041
person118_bacteria_560.jpeg,amplitude,377.7734375,22.35848942890172,0.8533757235235967,5.3515625,0.0,
person118_bacteria_560.jpeg,entangled_angle,932.3671875,18.43493379737129,0.7374277853259269,16.09375,0.013010052049096466,0.8812250030029237
person119_bacteria_565.jpeg,basis,4704.328125,11.40582754877422,0.6501796734670768,57.4296875,0.15103509535661053,
person119_bacteria_565.jpeg,angle,106.08984375,27.874065510896028,0.9567117164506349,2.55859375,1.617781153285278e-32,
